node	Algeria	Argentina	Australia	Austria	Belarus	Belgium	Brazil	Cambodia	Canada	Chile	China	Colombia	Croatia	Czech Republic	Democratic Republic of the Congo	Denmark	Diamond Princess	Ecuador	Estonia	Finland	France	Gambia	Georgia	Germany	Ghana	Grand Princess	Greece	Hong Kong	Hungary	Iceland	India	Iran	Ireland	Israel	Italy	Japan	Jordan	Kuwait	Latvia	Lithuania	Luxembourg	Malaysia	Mexico	Nepal	Netherlands	New Zealand	Nigeria	Norway	Pakistan	Peru	Poland	Portugal	Qatar	Russia	Saudi Arabia	Senegal	Singapore	Slovakia	Slovenia	South Africa	South Korea	Spain	Sri Lanka	Sweden	Switzerland	Taiwan	Thailand	Turkey	USA	United Kingdom	Uruguay	Vietnam
root	1.0312905372531286e-255	3.0880884332193564e-255	1.4062866867612681e-248	8.249210988121364e-255	2.058915158774614e-255	3.506623288886069e-251	3.723058981462191e-253	1.6254583883343666e-252	9.703889350196267e-253	3.0932269230172673e-255	1.0	2.0588812257499084e-255	3.0920954836273203e-255	4.131601594812994e-255	3.0908268965695785e-255	6.17886268628098e-255	2.283571279503037e-255	2.0589227280174317e-255	3.090065911629154e-255	1.5832998130127028e-252	1.820701324266921e-252	3.088141117416616e-255	5.149611199133073e-255	9.44148647539462e-253	4.13615984714961e-255	1.6458790658720923e-252	3.089950389074588e-255	3.3395981020323786e-252	2.060076771970722e-255	4.1190878848132983e-255	7.376402714507818e-255	1.0290348757214019e-255	1.0450458520703396e-252	2.059067459351783e-255	3.2236464833226694e-255	1.72733453711302e-252	5.149113711877263e-255	4.118701764681505e-255	1.2568990315936967e-252	1.02974538571253e-255	4.116468632247894e-255	4.405713517875045e-252	8.2393981043694e-255	2.0194157525491747e-252	1.3931651884582284e-252	5.148910070912522e-255	1.0301426951874099e-255	5.161314567856784e-255	1.0295114441960194e-255	1.0298153183402491e-255	6.185840681437583e-255	1.1365640551993491e-254	2.4197062587148387e-253	1.7855381426406595e-254	2.060231883409896e-255	4.1191465641668643e-255	1.733753681284989e-252	4.1166982270904767e-255	3.090378073815421e-255	3.093508655052462e-255	1.5205016763499947e-252	3.1753215377006394e-253	2.7098343461349213e-253	1.4053472175788232e-252	1.037248116119355e-254	3.1577330536021476e-250	2.2057899772218814e-252	9.351398519596754e-255	2.133087025197063e-249	4.443065095449666e-252	3.105064506310119e-255	1.8969940445898283e-252
n0	4.0368105562182295e-14	1.208779440462945e-13	3.2276908463759034e-13	3.2290123367732306e-13	8.059271511825612e-14	5.340188184181405e-13	6.535501089797337e-13	4.030636114158787e-14	8.157323352541201e-13	1.2107908144753716e-13	0.9999999926657861	8.059138686799763e-14	1.210347931862998e-13	1.6172448334930988e-13	1.2098513651399174e-13	2.4186101992013237e-13	8.084912584406004e-14	8.058455922037174e-14	1.209553490590504e-13	1.6115149120348046e-13	6.733425390902739e-11	1.208799609943498e-13	5.3191312786129914e-11	7.049830932711423e-13	1.6190290834678177e-13	1.210967517420674e-13	1.2095082712608775e-13	1.2169167061154832e-13	8.063818448157232e-14	2.72283871599046e-11	2.8872734450719555e-13	4.027838866259639e-14	2.425270575430047e-13	8.059137168398229e-14	8.088988251069555e-11	2.021135467633511e-13	2.0155325632710586e-13	1.6121954154516172e-13	2.0154813005868724e-13	4.0307623245854565e-14	1.6113212939256456e-13	8.101118598871602e-14	3.2251715732013003e-13	4.030270498024599e-14	5.295309423114236e-13	2.0154528522811724e-13	4.0323175246231573e-14	6.824654320621398e-09	4.0294964428102754e-14	4.031036063904852e-14	2.4213416161485346e-13	4.302077874640262e-11	4.0292705256750745e-14	6.989183904891274e-13	8.064419846695524e-14	1.6123695246083588e-13	2.8251849930850946e-13	1.6114111534303788e-13	1.209675531826259e-13	1.2109009725801522e-13	2.0190439582272604e-13	4.818087280864208e-11	1.61136493426697e-13	2.8398872828088604e-13	4.0601301217364395e-13	1.6143984576973494e-13	1.6123541231688673e-13	3.66044513119082e-13	3.338304586705608e-12	1.7391436889961817e-10	1.2154244360132247e-13	1.1915978709928004e-13
EPI_ISL_421256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_416391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n18	0.00010380449628217751	0.00031083138330637364	0.0008299840128651636	0.0008303241174471955	0.00020724000000388795	0.0013732020039311714	0.12702272899862868	0.00010364572369701951	0.002097613523916892	0.00031134859773416834	0.28603090920621727	0.00020723658447702339	0.0003112347127602531	0.0004158661472164208	0.00031110702319483497	0.0006219331076715951	0.00020789934692796953	0.00020721902753416648	0.00031103042629456796	0.0004143927275391004	0.002191342851438454	0.00031083656978401466	0.0005183270308498639	0.0018128275742773337	0.000416324957872229	0.00031139403598293744	0.00031101879837775414	0.00031292383909644	0.0002073569221207319	0.00041460327970113415	0.0007424474381958074	0.00010357379391356704	0.0006236460662506704	0.00020723654543211301	0.0003221292756800429	0.00051972453553106	0.0005182837773191918	0.0004145677154742952	0.0005182705957090202	0.00010364896913288616	0.00041434293964340285	0.00020831607621088117	0.0008293361947938298	0.00010363632206716507	0.0013616616758289023	0.0005182632798483135	0.00010368896029776329	0.0005186333866216816	0.00010361641763754211	0.00010365600819795166	0.0006226354774171982	0.0011440024879519617	0.00010361060829521741	0.0017972325042670439	0.00020737238677320024	0.0004146124867437466	0.0007264817137862027	0.0004143660465504403	0.0003110618082544606	0.00031137703341068063	0.0005191865937448248	0.0015666297580287235	0.09452589716344288	0.0007302623315727355	0.0010440417917584532	0.0004151342163972932	0.0004146085263432122	0.000941264539715673	0.452695016219849	0.0031010659641371773	0.0003125401090750884	0.0003064132315517953
EPI_ISL_416349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_413863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_428464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n25	1.0631044335520422e-06	3.1833517190030944e-06	8.50020678734092e-06	8.50368696626121e-06	2.1224298629084097e-06	1.4063522812237153e-05	1.7211410065665087e-05	1.0614783783689492e-06	2.1482520671290444e-05	3.1886487241519933e-06	0.9963196414448694	2.1223948830965257e-06	3.1874823814113555e-06	4.259055828065226e-06	3.186174660185627e-06	6.3694721117007376e-06	2.129182505263463e-06	2.1222150752417673e-06	3.1853901999051315e-06	4.243965932660463e-06	2.2442438564573437e-05	3.1834048358484345e-06	5.308399773247254e-06	1.8565910923942497e-05	4.263754696224314e-06	3.1891140758990535e-06	3.185271113638539e-06	3.2047814172059946e-06	2.1236273102758067e-06	4.246119653744474e-06	7.603708813149317e-06	1.060741715946496e-06	6.3870123836537355e-06	2.1223944832215802e-06	3.299058069907123e-06	5.322712192031605e-06	5.307956796094325e-06	4.245758055895838e-06	5.307821797816633e-06	1.0615116162091412e-06	4.243456034394503e-06	2.1334504008182957e-06	8.493572216696716e-06	1.0613820924204707e-06	1.394533344169724e-05	5.30774687308571e-06	1.0619211821355364e-06	5.311537288392824e-06	1.0611782429906541e-06	1.061583706162344e-06	6.3766653684216556e-06	1.171619882081263e-05	1.0611187471325499e-06	1.8406195413889585e-05	2.123785690126307e-06	4.246216576834278e-06	7.4401972793273e-06	4.243692681709377e-06	3.185711595431244e-06	3.1889388283517155e-06	5.317202909501253e-06	1.604449521025582e-05	4.243570962354826e-06	7.478916137126128e-06	1.0692457010565894e-05	0.0031683955427078496	4.246176016747599e-06	9.639876317080699e-06	8.79150734177116e-05	3.1759214579055884e-05	3.2008514806271693e-06	3.1381036142810212e-06
EPI_ISL_428442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
