node	country
root	China
n0	China
n216	China
EPI_ISL_419313	Pakistan
n223	China
n224	China
n228	China
n228	France
n228	Netherlands
n232	China
EPI_ISL_416336	China
n317	China
n318	China
EPI_ISL_411902	Cambodia
EPI_ISL_428473	China
EPI_ISL_421230	China
n319	China
n320	China
EPI_ISL_414686	China
n321	China
n322	China
EPI_ISL_418267	Vietnam
EPI_ISL_402121	China
EPI_ISL_421253	China
EPI_ISL_410301	Nepal
EPI_ISL_420106	Singapore
n331	Brazil
n331	Canada
n331	Gambia
n331	India
n331	Malaysia
n331	Saudi Arabia
n331	South Africa
n331	Taiwan
n336	Canada
n336	China
EPI_ISL_416342	China
n348	China
EPI_ISL_419211	Israel
EPI_ISL_408481	China
EPI_ISL_413850	China
n349	China
EPI_ISL_403934	China
EPI_ISL_411950	China
n352	China
EPI_ISL_428446	China
EPI_ISL_421226	China
EPI_ISL_403962	Thailand
EPI_ISL_418513	China
EPI_ISL_412899	China
EPI_ISL_426166	South Korea
EPI_ISL_406538	China
EPI_ISL_421229	China
EPI_ISL_402124	China
EPI_ISL_428469	China
root.polytomy_41	Malaysia
root.polytomy_68	USA
root.polytomy_25	Grand Princess
root.polytomy_35	Japan
root.polytomy_69	United Kingdom
root.polytomy_44	Netherlands
root.polytomy_16	Diamond Princess
root.polytomy_32	Ireland
n1	China
EPI_ISL_421222	China
n217	Germany
EPI_ISL_420412	Belgium
EPI_ISL_416394	China
EPI_ISL_416353	China
EPI_ISL_416393	China
n225	China
n226	China
EPI_ISL_421251	China
EPI_ISL_417335	France
EPI_ISL_414467	Netherlands
EPI_ISL_414380	Singapore
n233	China
EPI_ISL_418244	Spain
EPI_ISL_416047	China
EPI_ISL_429853	China
EPI_ISL_416363	China
EPI_ISL_412966	China
EPI_ISL_425329	United Kingdom
EPI_ISL_429001	USA
EPI_ISL_416399	China
EPI_ISL_403930	China
EPI_ISL_428453	China
EPI_ISL_406531	China
EPI_ISL_429098	China
EPI_ISL_408010	USA
EPI_ISL_411952	China
EPI_ISL_424703	Sweden
EPI_ISL_416367	China
EPI_ISL_420378	Belgium
EPI_ISL_428487	India
EPI_ISL_421573	South Africa
EPI_ISL_428856	Gambia
EPI_ISL_418375	Canada
EPI_ISL_427305	Brazil
EPI_ISL_416432	Saudi Arabia
n332	Malaysia
n332	Slovenia
n335	Taiwan
n337	Canada
EPI_ISL_417444	Pakistan
EPI_ISL_416354	China
EPI_ISL_408430	France
EPI_ISL_416388	China
EPI_ISL_416369	China
EPI_ISL_413522	India
EPI_ISL_406535	China
n350	China
EPI_ISL_408977	Australia
EPI_ISL_428464	China
n353	France
n354	Hong Kong
n356	Belgium
n366	Qatar
n380	China
EPI_ISL_410536	Singapore
EPI_ISL_411951	Sweden
EPI_ISL_421256	China
n227	Malaysia
EPI_ISL_416907	Malaysia
n229	USA
EPI_ISL_420805	USA
EPI_ISL_420789	USA
EPI_ISL_429878	USA
EPI_ISL_419561	USA
n351	USA
EPI_ISL_419555	USA
EPI_ISL_413615	Grand Princess
EPI_ISL_413607	Grand Princess
EPI_ISL_413612	Grand Princess
EPI_ISL_407084	Japan
EPI_ISL_420889	Japan
EPI_ISL_412969	Japan
EPI_ISL_410532	Japan
EPI_ISL_415628	United Kingdom
n323	United Kingdom
EPI_ISL_425721	United Kingdom
n326	Netherlands
EPI_ISL_414540	Netherlands
EPI_ISL_413580	Netherlands
EPI_ISL_416584	Diamond Princess
EPI_ISL_416589	Diamond Princess
EPI_ISL_416594	Diamond Princess
EPI_ISL_417432	Ireland
EPI_ISL_414487	Ireland
n2	Italy
EPI_ISL_421652	Kuwait
EPI_ISL_417471	USA
EPI_ISL_406862	Germany
n215	Belgium
EPI_ISL_429081	China
n220	Denmark
EPI_ISL_414504	Germany
EPI_ISL_414574	Germany
EPI_ISL_425134	Germany
EPI_ISL_414498	Germany
EPI_ISL_420904	Germany
n221	Germany
EPI_ISL_420356	Belgium
EPI_ISL_419534	Germany
EPI_ISL_419531	Germany
EPI_ISL_416033	Brazil
EPI_ISL_417461	Germany
EPI_ISL_414505	Germany
EPI_ISL_419533	Germany
EPI_ISL_417462	Germany
EPI_ISL_417459	Germany
EPI_ISL_416488	Poland
EPI_ISL_414497	Germany
EPI_ISL_414509	Germany
EPI_ISL_418916	USA
EPI_ISL_429780	Luxembourg
n217.polytomy_69	United Kingdom
n217.polytomy_3	Austria
EPI_ISL_416360	China
EPI_ISL_413015	Canada
EPI_ISL_428444	China
EPI_ISL_409067	USA
EPI_ISL_413747	China
EPI_ISL_412983	China
n234	China
n235	China
EPI_ISL_416339	China
EPI_ISL_416343	China
EPI_ISL_407071	United Kingdom
EPI_ISL_428441	China
EPI_ISL_414938	China
EPI_ISL_429855	China
n283	China
n294	China
n295	China
EPI_ISL_413751	China
EPI_ISL_406801	China
EPI_ISL_421249	China
EPI_ISL_416322	China
n302	China
EPI_ISL_416885	Malaysia
n304	South Korea
n305	China
n307	China
EPI_ISL_420107	Singapore
n233.polytomy_61	Spain
EPI_ISL_426379	Slovenia
n333	Malaysia
EPI_ISL_429882	Taiwan
EPI_ISL_429884	Taiwan
EPI_ISL_415580	Canada
n338	Canada
EPI_ISL_424280	USA
EPI_ISL_418322	Canada
n340	Canada
EPI_ISL_429175	Thailand
EPI_ISL_421260	China
EPI_ISL_425130	Germany
EPI_ISL_419692	Belarus
n347	Australia
n347	Canada
n347	Iran
n337.polytomy_67	Turkey
n337.polytomy_30	India
EPI_ISL_413872	China
EPI_ISL_429079	China
EPI_ISL_406596	France
EPI_ISL_411219	France
EPI_ISL_406597	France
EPI_ISL_417181	Hong Kong
n355	Hong Kong
n357	Belgium
EPI_ISL_420403	Belgium
n367	Qatar
n367	Russia
n367	USA
n370	South Korea
n372	Qatar
n373	Slovenia
n373	Spain
EPI_ISL_428209	Poland
EPI_ISL_427419	Qatar
EPI_ISL_427416	Qatar
EPI_ISL_427406	Qatar
EPI_ISL_419548	Germany
EPI_ISL_427408	Qatar
EPI_ISL_427407	Qatar
