id	species	location	iso2	iso3	country	state	intregion	region
EPI_ISL_420564	Human	Europe / Italy / Castel di Sangro	IT	ITA	Italy	Castel di Sangro	Southern Europe	Europe
EPI_ISL_421892	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419570	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420563	Human	Europe / Italy / Teramo	IT	ITA	Italy	Teramo	Southern Europe	Europe
EPI_ISL_421893	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418246	Human	Europe / Spain / Castilla-La Mancha	ES	ESP	Spain	Castilla-La Mancha	Southern Europe	Europe
EPI_ISL_419577	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_421890	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418245	Human	Europe / Spain / Castilla La Mancha	ES	ESP	Spain	Castilla La Mancha	Southern Europe	Europe
EPI_ISL_419576	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_421891	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418244	Human	Europe / Spain / Andalusia	ES	ESP	Spain	Andalusia	Southern Europe	Europe
EPI_ISL_419575	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_418243	Human	Europe / Spain / Andalusia	ES	ESP	Spain	Andalusia	Southern Europe	Europe
EPI_ISL_419574	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_418249	Human	Europe / Spain / Castilla y Leon	ES	ESP	Spain	Castilla y Leon	Southern Europe	Europe
EPI_ISL_418248	Human	Europe / Spain / Castilla y Leon	ES	ESP	Spain	Castilla y Leon	Southern Europe	Europe
EPI_ISL_419579	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_418247	Human	Europe / Spain / Castilla y Leon	ES	ESP	Spain	Castilla y Leon	Southern Europe	Europe
EPI_ISL_419578	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_421889	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420555	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_421887	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420554	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_421888	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421885	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420556	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_421886	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418275	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_418274	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_418273	Human	Europe / Switzerland / Basel-Stadt	CH	CHE	Switzerland	Basel-Stadt	Western Europe	Europe
EPI_ISL_418279	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_420591	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418278	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_420590	Human	North America / USA / New York / Nassau County	US	USA	USA	New York	Northern America	North America
EPI_ISL_418277	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_420592	Human	Europe / Italy / Abruzzo	IT	ITA	Italy	Abruzzo	Southern Europe	Europe
EPI_ISL_418271	Human	Europe / Switzerland / Basel-Stadt	CH	CHE	Switzerland	Basel-Stadt	Western Europe	Europe
EPI_ISL_420588	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418270	Human	Europe / Belgium / Antwerp	BE	BEL	Belgium	Antwerp	Western Europe	Europe
EPI_ISL_420587	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_420589	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418264	Human	Europe / Greece / Athens	GR	GRC	Greece	Athens	Southern Europe	Europe
EPI_ISL_419595	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420584	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418263	Human	Europe / Greece / Athens	GR	GRC	Greece	Athens	Southern Europe	Europe
EPI_ISL_419594	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420583	Human	Europe / Italy / Abruzzo	IT	ITA	Italy	Abruzzo	Southern Europe	Europe
EPI_ISL_418262	Human	South America / Colombia / Bogota	CO	COL	Colombia	Bogota	South America	South America
EPI_ISL_419593	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420586	Human	North America / USA / New York / Brooklyn	US	USA	USA	New York	Northern America	North America
EPI_ISL_419592	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420585	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418261	Human	Europe / Italy / Abruzzo	IT	ITA	Italy	Abruzzo	Southern Europe	Europe
EPI_ISL_419599	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_418268	Human	Europe / Spain / Catalunya	ES	ESP	Spain	Catalunya	Southern Europe	Europe
EPI_ISL_420580	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418267	Human	Asia / Vietnam / Ho Chi Minh City	VN	VNM	Vietnam	Ho Chi Minh City	South-eastern Asia	Asia
EPI_ISL_419598	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_419597	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420582	Human	North America / USA / New York / Nassau County	US	USA	USA	New York	Northern America	North America
EPI_ISL_418265	Human	Europe / Greece / Athens	GR	GRC	Greece	Athens	Southern Europe	Europe
EPI_ISL_419596	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420581	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418269	Human	Asia / Vietnam / Ho Chi Minh City	VN	VNM	Vietnam	Ho Chi Minh City	South-eastern Asia	Asia
EPI_ISL_419591	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420577	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418260	Human	Europe / Italy / Abruzzo	IT	ITA	Italy	Abruzzo	Southern Europe	Europe
EPI_ISL_419590	Human	Europe / Luxembourg	LU	LUX	Luxembourg		Western Europe	Europe
EPI_ISL_420576	Human	North America / USA / New York	US	USA	USA	New York	Northern America	North America
EPI_ISL_420579	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_420578	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_418297	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418296	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418295	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418294	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418299	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418298	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418293	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418292	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418291	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418290	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418286	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418285	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_418284	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_418283	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_418289	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418288	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418287	Human	Europe / England / South Yorkshire	GB	GBR	United Kingdom	South Yorkshire	Northern Europe	Europe
EPI_ISL_418282	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_420599	Human	South America / Argentina	AR	ARG	Argentina		South America	South America
EPI_ISL_418281	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_420598	Human	South America / Argentina	AR	ARG	Argentina		South America	South America
EPI_ISL_418280	Human	Europe / Switzerland / Basel	CH	CHE	Switzerland	Basel	Western Europe	Europe
EPI_ISL_424079	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424078	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424077	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424076	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424075	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424074	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424073	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424072	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424071	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424070	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424069	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424068	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425399	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424067	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425398	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424066	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425397	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424065	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425396	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424064	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425395	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424063	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425394	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424062	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425393	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424061	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425392	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424060	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425391	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_425390	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419500	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424099	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419504	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424098	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419503	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424097	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419502	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424096	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419501	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424095	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419508	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424094	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419507	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424093	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419506	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424092	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419505	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_424091	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424090	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421818	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421819	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421816	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421817	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421814	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421815	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421812	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421813	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421810	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421811	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424089	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424088	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424087	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424086	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424085	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424084	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424083	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424082	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424081	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_424080	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421809	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421807	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421808	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421805	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421806	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421803	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421804	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421801	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421802	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421800	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421840	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419522	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419521	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419520	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419526	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419525	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419524	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419523	Human	North America / USA / New York	US	USA	USA	New York	Northern America	North America
EPI_ISL_419528	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419527	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_420508	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420507	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421838	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420509	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421839	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420504	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421836	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420503	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421837	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420506	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421834	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420505	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421835	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420500	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421832	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421833	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420502	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421830	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420501	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421831	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419511	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_419510	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_419515	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419514	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419513	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419512	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419519	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419518	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419517	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419516	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419509	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_421829	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421827	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421828	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421825	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421826	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421823	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421824	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421821	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421822	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421820	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_419540	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_421861	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421862	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420531	Human	Oceania / Australia	AU	AUS	Australia		Australia and New Zealand	Oceania
EPI_ISL_420530	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421860	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_418213	Human	Africa / Senegal / Touba	SN	SEN	Senegal	Touba	Western Africa	Africa
EPI_ISL_419544	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418212	Human	Africa / Senegal / Touba	SN	SEN	Senegal	Touba	Western Africa	Africa
EPI_ISL_419543	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418211	Human	Africa / Senegal / Touba	SN	SEN	Senegal	Touba	Western Africa	Africa
EPI_ISL_419542	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418210	Human	Africa / Senegal / Touba	SN	SEN	Senegal	Touba	Western Africa	Africa
EPI_ISL_419541	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418217	Human	Africa / Senegal / Mbour	SN	SEN	Senegal	Mbour	Western Africa	Africa
EPI_ISL_419548	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418216	Human	Africa / Senegal / Dakar	SN	SEN	Senegal	Dakar	Western Africa	Africa
EPI_ISL_419547	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418215	Human	Africa / Senegal / Touba	SN	SEN	Senegal	Touba	Western Africa	Africa
EPI_ISL_419546	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418214	Human	Africa / Senegal / Touba	SN	SEN	Senegal	Touba	Western Africa	Africa
EPI_ISL_419545	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_418219	Human	Europe / France / Bretagne / Brest	FR	FRA	France	Bretagne	Western Europe	Europe
EPI_ISL_418218	Human	Europe / France / Hauts de France / Compiegne	FR	FRA	France	Hauts de France	Western Europe	Europe
EPI_ISL_419549	Human	Europe / Germany / Duesseldorf	DE	DEU	Germany	Duesseldorf	Western Europe	Europe
EPI_ISL_420529	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420526	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421858	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420525	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421859	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420528	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421856	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420527	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421857	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_420522	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
