id	species	location	iso2	iso3	country	state	intregion	region
EPI_ISL_422340	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423670	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421009	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_421007	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422338	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_421008	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422339	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423669	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421005	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422336	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423668	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_421006	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422337	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423667	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422376	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422377	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422374	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422375	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422372	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422373	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422370	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422371	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422369	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423699	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422368	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423698	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422365	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423697	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422366	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423696	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422363	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423695	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422364	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423694	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422361	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423693	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422362	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423692	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_423691	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422360	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423690	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422358	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_422359	Human	Europe / United Kingdom / Wales	GB	GBR	United Kingdom	Wales	Northern Europe	Europe
EPI_ISL_423689	Human	Europe / United Kingdom / England	GB	GBR	United Kingdom	England	Northern Europe	Europe
EPI_ISL_422398	Human	Africa / Ghana / Greater Accra	GH	GHA	Ghana	Greater Accra	Western Africa	Africa
EPI_ISL_422399	Human	Africa / Ghana / Greater Accra	GH	GHA	Ghana	Greater Accra	Western Africa	Africa
EPI_ISL_422397	Human	Africa / Ghana / Greater Accra	GH	GHA	Ghana	Greater Accra	Western Africa	Africa
EPI_ISL_422394	Human	Africa / Ghana / Greater Accra	GH	GHA	Ghana	Greater Accra	Western Africa	Africa
EPI_ISL_422390	Human	Africa / Ghana / Greater Accra	GH	GHA	Ghana	Greater Accra	Western Africa	Africa
EPI_ISL_417802	Human	Europe / Iceland / Reykjavik	IS	ISL	Iceland	Reykjavik	Northern Europe	Europe
EPI_ISL_417803	Human	Europe / Iceland / Reykjavik	IS	ISL	Iceland	Reykjavik	Northern Europe	Europe
EPI_ISL_417800	Human	Europe / Iceland / Reykjavik	IS	ISL	Iceland	Reykjavik	Northern Europe	Europe
EPI_ISL_417801	Human	Europe / Iceland / Reykjavik	IS	ISL	Iceland	Reykjavik	Northern Europe	Europe
EPI_ISL_422387	Human	Africa / Ghana / Greater Accra	GH	GHA	Ghana	Greater Accra	Western Africa	Africa
EPI_ISL_422384	Human	Africa / Ghana / Greater Accra	GH	GHA	Ghana	Greater Accra	Western Africa	Africa
EPI_ISL_422382	Human	Africa / Ghana / Greater Accra	GH	GHA	Ghana	Greater Accra	Western Africa	Africa
EPI_ISL_421641	Human	Asia / Taiwan / Taipei	TW	TWN	Taiwan	Taipei	Eastern Asia	Asia
EPI_ISL_422972	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_422973	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420311	Human	Europe / Norway	NO	NOR	Norway		Northern Europe	Europe
EPI_ISL_422970	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420310	Human	Europe / Norway	NO	NOR	Norway		Northern Europe	Europe
EPI_ISL_422971	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_408670	Human	North America / USA / Wisconsin	US	USA	USA	Wisconsin	Northern America	North America
EPI_ISL_420309	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_422969	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420306	Human	North America / USA / Alaska / Ketchikan	US	USA	USA	Alaska	Northern America	North America
EPI_ISL_420305	Human	North America / USA / Alaska / Anchorage	US	USA	USA	Alaska	Northern America	North America
EPI_ISL_420308	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_421636	Human	Oceania / Australia / New South Wales / Tweed Heads	AU	AUS	Australia	New South Wales	Australia and New Zealand	Oceania
EPI_ISL_422967	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420307	Human	North America / USA / New York / Brooklyn	US	USA	USA	New York	Northern America	North America
EPI_ISL_422968	Human	North America / USA	US	USA	USA		Northern America	North America
EPI_ISL_420302	Human	North America / USA / New York / Bronx	US	USA	USA	New York	Northern America	North America
EPI_ISL_421634	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_422965	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420301	Human	North America / USA / New York / Nassau County	US	USA	USA	New York	Northern America	North America
EPI_ISL_421635	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_422966	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_421632	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_422963	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420304	Human	North America / USA / Alaska / Fairbanks	US	USA	USA	Alaska	Northern America	North America
EPI_ISL_421633	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_422964	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420303	Human	North America / USA / Alaska / Fairbanks	US	USA	USA	Alaska	Northern America	North America
EPI_ISL_421630	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_422961	Human	North America / USA / Illinois	US	USA	USA	Illinois	Northern America	North America
EPI_ISL_421631	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_422962	Human	North America / USA	US	USA	USA		Northern America	North America
EPI_ISL_420300	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_422960	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_419313	Human	Asia / Pakistan / KPK	PK	PAK	Pakistan	KPK	Southern Asia	Asia
EPI_ISL_419311	Human	Asia / Japan / Chiba	JP	JPN	Japan	Chiba	Eastern Asia	Asia
EPI_ISL_419310	Human	Asia / Japan / Chiba	JP	JPN	Japan	Chiba	Eastern Asia	Asia
EPI_ISL_408665	Human	Asia / Japan / Tokyo	JP	JPN	Japan	Tokyo	Eastern Asia	Asia
EPI_ISL_421629	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_421627	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_422958	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_421628	Human	North America / USA / New York / Brooklyn	US	USA	USA	New York	Northern America	North America
EPI_ISL_422959	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_421625	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_422956	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_421626	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_422957	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_408667	Human	Asia / Japan / Tokyo	JP	JPN	Japan	Tokyo	Eastern Asia	Asia
EPI_ISL_421623	Human	North America / USA / New York / Queens	US	USA	USA	New York	Northern America	North America
EPI_ISL_422954	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_408666	Human	Asia / Japan / Tokyo	JP	JPN	Japan	Tokyo	Eastern Asia	Asia
EPI_ISL_421624	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_422955	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_408669	Human	Asia / Japan / Kyoto	JP	JPN	Japan	Kyoto	Eastern Asia	Asia
EPI_ISL_421621	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_422952	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_421622	Human	North America / USA / New York / Manhattan	US	USA	USA	New York	Northern America	North America
EPI_ISL_422953	Human	Europe / Netherlands / Zuid Holland	NL	NLD	Netherlands	Zuid Holland	Western Europe	Europe
EPI_ISL_408668	Human	Asia / Vietnam / Thanh Hoa	VN	VNM	Vietnam	Thanh Hoa	South-eastern Asia	Asia
EPI_ISL_418011	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420331	Human	Europe / Belgium / Bree	BE	BEL	Belgium	Bree	Western Europe	Europe
EPI_ISL_421663	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_422994	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418010	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420330	Human	Europe / Belgium / Neerpelt	BE	BEL	Belgium	Neerpelt	Western Europe	Europe
EPI_ISL_421664	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_422995	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420333	Human	Europe / Belgium / Seraing	BE	BEL	Belgium	Seraing	Western Europe	Europe
EPI_ISL_422992	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420332	Human	Europe / Belgium / Herstal	BE	BEL	Belgium	Herstal	Western Europe	Europe
EPI_ISL_421662	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_422993	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418015	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_422990	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418014	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_422991	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_421660	Human	North America / USA / Ohio / Columbus	US	USA	USA	Ohio	Northern America	North America
EPI_ISL_418013	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418012	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418019	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418018	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418017	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418016	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_406034	Human	North America / USA / California / Los Angeles	US	USA	USA	California	Northern America	North America
EPI_ISL_406036	Human	North America / USA / California / Orange County	US	USA	USA	California	Northern America	North America
EPI_ISL_406030	Human	Asia / China / Guangdong / Shenzhen	CN	CHN	China	Guangdong	Eastern Asia	Asia
EPI_ISL_406031	Human	Asia / Taiwan / Kaohsiung	TW	TWN	Taiwan	Kaohsiung	Eastern Asia	Asia
EPI_ISL_420328	Human	Europe / Belgium / Alken	BE	BEL	Belgium	Alken	Western Europe	Europe
EPI_ISL_420327	Human	Europe / Belgium / Zonhoven	BE	BEL	Belgium	Zonhoven	Western Europe	Europe
EPI_ISL_422989	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420329	Human	Europe / Belgium / Riemst	BE	BEL	Belgium	Riemst	Western Europe	Europe
EPI_ISL_420324	Human	Europe / Belgium / Braine-le-Chateau	BE	BEL	Belgium	Braine-le-Chateau	Western Europe	Europe
EPI_ISL_421656	Human	Europe / Latvia	LV	LVA	Latvia		Northern Europe	Europe
EPI_ISL_422987	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420323	Human	Europe / Belgium / Waterloo	BE	BEL	Belgium	Waterloo	Western Europe	Europe
EPI_ISL_422988	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420326	Human	Europe / Belgium / Winksele	BE	BEL	Belgium	Winksele	Western Europe	Europe
EPI_ISL_421654	Human	Europe / Latvia	LV	LVA	Latvia		Northern Europe	Europe
EPI_ISL_422985	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420325	Human	Europe / Belgium / Poppel	BE	BEL	Belgium	Poppel	Western Europe	Europe
EPI_ISL_421655	Human	Europe / Latvia	LV	LVA	Latvia		Northern Europe	Europe
EPI_ISL_422986	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418000	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420320	Human	Europe / Belgium / Ukkel	BE	BEL	Belgium	Ukkel	Western Europe	Europe
EPI_ISL_421652	Human	Asia / Kuwait / Dasman	KW	KWT	Kuwait	Dasman	Western Asia	Asia
EPI_ISL_422983	Human	North America / USA	US	USA	USA		Northern America	North America
EPI_ISL_421653	Human	Europe / Latvia	LV	LVA	Latvia		Northern Europe	Europe
EPI_ISL_422984	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420322	Human	Europe / Belgium / Elsene	BE	BEL	Belgium	Elsene	Western Europe	Europe
EPI_ISL_422981	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420321	Human	Europe / Belgium / Rixensart	BE	BEL	Belgium	Rixensart	Western Europe	Europe
EPI_ISL_421651	Human	Asia / Taiwan / Taipei	TW	TWN	Taiwan	Taipei	Eastern Asia	Asia
EPI_ISL_422982	Human	North America / USA	US	USA	USA		Northern America	North America
EPI_ISL_418004	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418003	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_422980	Human	North America / USA	US	USA	USA		Northern America	North America
EPI_ISL_418002	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418001	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418008	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418007	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418006	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418005	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418009	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420317	Human	Europe / Belgium / Heverlee	BE	BEL	Belgium	Heverlee	Western Europe	Europe
EPI_ISL_420316	Human	Europe / Belgium / Dilbeek	BE	BEL	Belgium	Dilbeek	Western Europe	Europe
EPI_ISL_420319	Human	Europe / Belgium / Montigny-le-Tilleul	BE	BEL	Belgium	Montigny-le-Tilleul	Western Europe	Europe
EPI_ISL_422978	Human	North America / USA	US	USA	USA		Northern America	North America
EPI_ISL_420318	Human	Europe / Belgium / Arbre	BE	BEL	Belgium	Arbre	Western Europe	Europe
EPI_ISL_422979	Human	North America / USA	US	USA	USA		Northern America	North America
EPI_ISL_420313	Human	Europe / Norway	NO	NOR	Norway		Northern Europe	Europe
EPI_ISL_422976	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420312	Human	Europe / Norway	NO	NOR	Norway		Northern Europe	Europe
EPI_ISL_422977	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420315	Human	Europe / Belgium / Yernee-fraineux	BE	BEL	Belgium	Yernee-fraineux	Western Europe	Europe
EPI_ISL_422974	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420314	Human	Europe / Belgium / Brussel	BE	BEL	Belgium	Brussel	Western Europe	Europe
EPI_ISL_422975	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420353	Human	Europe / Belgium / Stekene	BE	BEL	Belgium	Stekene	Western Europe	Europe
EPI_ISL_418033	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_421685	Human	North America / USA / Minnesota	US	USA	USA	Minnesota	Northern America	North America
EPI_ISL_420352	Human	Europe / Belgium / Sint-Gillis-Waas	BE	BEL	Belgium	Sint-Gillis-Waas	Western Europe	Europe
EPI_ISL_418032	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_421686	Human	North America / USA / Minnesota	US	USA	USA	Minnesota	Northern America	North America
EPI_ISL_420355	Human	Europe / Belgium / Ronse	BE	BEL	Belgium	Ronse	Western Europe	Europe
EPI_ISL_418031	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_421683	Human	North America / USA / Minnesota	US	USA	USA	Minnesota	Northern America	North America
EPI_ISL_420354	Human	Europe / Belgium / Waasmunster	BE	BEL	Belgium	Waasmunster	Western Europe	Europe
EPI_ISL_421684	Human	North America / USA / Minnesota	US	USA	USA	Minnesota	Northern America	North America
EPI_ISL_418030	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418037	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418036	Human	North America / USA / Minnesota	US	USA	USA	Minnesota	Northern America	North America
EPI_ISL_420351	Human	Europe / Belgium / Gent	BE	BEL	Belgium	Gent	Western Europe	Europe
EPI_ISL_418035	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_420350	Human	Europe / Belgium / Geluwe	BE	BEL	Belgium	Geluwe	Western Europe	Europe
EPI_ISL_418034	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418039	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_418038	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420349	Human	Europe / Belgium / Haulchin	BE	BEL	Belgium	Haulchin	Western Europe	Europe
EPI_ISL_420346	Human	Europe / Belgium / Charleroi	BE	BEL	Belgium	Charleroi	Western Europe	Europe
EPI_ISL_420345	Human	Europe / Belgium / Couvin	BE	BEL	Belgium	Couvin	Western Europe	Europe
EPI_ISL_420348	Human	Europe / Belgium / Havre	BE	BEL	Belgium	Havre	Western Europe	Europe
EPI_ISL_420347	Human	Europe / Belgium / Courcelles	BE	BEL	Belgium	Courcelles	Western Europe	Europe
EPI_ISL_418022	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420342	Human	Europe / Belgium / Temploux	BE	BEL	Belgium	Temploux	Western Europe	Europe
EPI_ISL_418021	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420341	Human	Europe / Belgium / Theux	BE	BEL	Belgium	Theux	Western Europe	Europe
EPI_ISL_421675	Human	North America / USA / Ohio / Columbus	US	USA	USA	Ohio	Northern America	North America
EPI_ISL_418020	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420344	Human	Europe / Belgium / Havelange	BE	BEL	Belgium	Havelange	Western Europe	Europe
EPI_ISL_421672	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_420343	Human	Europe / Belgium / Andenne	BE	BEL	Belgium	Andenne	Western Europe	Europe
EPI_ISL_418026	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_421670	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_418025	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_421671	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_418024	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420340	Human	Europe / Belgium / Henri-chapelle	BE	BEL	Belgium	Henri-chapelle	Western Europe	Europe
EPI_ISL_418023	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_418029	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418028	Human	North America / USA / Minnesota	US	USA	USA	Minnesota	Northern America	North America
EPI_ISL_418027	Human	Europe / Portugal	PT	PRT	Portugal		Southern Europe	Europe
EPI_ISL_420339	Human	Europe / Belgium / Limbourg	BE	BEL	Belgium	Limbourg	Western Europe	Europe
EPI_ISL_420338	Human	Europe / Belgium / Saive	BE	BEL	Belgium	Saive	Western Europe	Europe
EPI_ISL_421669	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_420335	Human	Europe / Belgium / Bierset	BE	BEL	Belgium	Bierset	Western Europe	Europe
EPI_ISL_421667	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_422998	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420334	Human	Europe / Belgium / Berloz	BE	BEL	Belgium	Berloz	Western Europe	Europe
EPI_ISL_421668	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_422999	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420337	Human	Europe / Belgium / Herve	BE	BEL	Belgium	Herve	Western Europe	Europe
EPI_ISL_421665	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_422996	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420336	Human	Europe / Belgium / Soumagne	BE	BEL	Belgium	Soumagne	Western Europe	Europe
EPI_ISL_421666	Human	Asia / India	IN	IND	India		Southern Asia	Asia
EPI_ISL_422997	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_419386	Human	Europe / Portugal / Lisbon	PT	PRT	Portugal	Lisbon	Southern Europe	Europe
EPI_ISL_420375	Human	Europe / Belgium / Tervuren	BE	BEL	Belgium	Tervuren	Western Europe	Europe
EPI_ISL_418055	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420374	Human	Europe / Belgium / Beersel	BE	BEL	Belgium	Beersel	Western Europe	Europe
EPI_ISL_418054	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420377	Human	Europe / Belgium / Beringen	BE	BEL	Belgium	Beringen	Western Europe	Europe
EPI_ISL_418053	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_420376	Human	Europe / Belgium / Zinnik	BE	BEL	Belgium	Zinnik	Western Europe	Europe
EPI_ISL_418052	Human	North America / USA / Washington	US	USA	USA	Washington	Northern America	North America
EPI_ISL_418059	Human	North America / USA	US	USA	USA		Northern America	North America
EPI_ISL_420371	Human	Europe / Belgium / Hemisem	BE	BEL	Belgium	Hemisem	Western Europe	Europe
EPI_ISL_420370	Human	Europe / Belgium / Namur	BE	BEL	Belgium	Namur	Western Europe	Europe
EPI_ISL_418058	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419388	Human	North America / USA / Minnesota	US	USA	USA	Minnesota	Northern America	North America
EPI_ISL_420373	Human	Europe / Belgium / Couillet	BE	BEL	Belgium	Couillet	Western Europe	Europe
EPI_ISL_418057	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_419387	Human	Europe / Portugal / Lisbon	PT	PRT	Portugal	Lisbon	Southern Europe	Europe
EPI_ISL_420372	Human	Europe / Belgium / Vorst	BE	BEL	Belgium	Vorst	Western Europe	Europe
EPI_ISL_418056	Human	North America / USA / Connecticut	US	USA	USA	Connecticut	Northern America	North America
EPI_ISL_420368	Human	Europe / Belgium / Boussu	BE	BEL	Belgium	Boussu	Western Europe	Europe
