parameter	value
Africa	0.004095032953295483
Asia	0.11314079682324718
Diamond Princess	2.680998005337484e-05
Europe	0.47595297989098295
Grand Princess	9.5749928762053e-06
North America	0.3628052890728649
Oceania	0.0029889297762362467
South America	0.04098058651044363
