node	country
root	China
n0	China
n3	China
EPI_ISL_411902	Cambodia
EPI_ISL_428473	China
EPI_ISL_416336	China
n7	China
EPI_ISL_428464	China
n10	Hong Kong
n12	China
EPI_ISL_421256	China
n13	Spain
n35	China
EPI_ISL_403934	China
n243	China
EPI_ISL_413850	China
EPI_ISL_410301	Nepal
EPI_ISL_421230	China
EPI_ISL_416907	Malaysia
n260	China
EPI_ISL_411950	China
EPI_ISL_403930	China
EPI_ISL_428453	China
EPI_ISL_418269	Vietnam
n261	China
EPI_ISL_421253	China
n262	China
EPI_ISL_419313	Pakistan
n263	China
n264	Belgium
n264	China
n264	Germany
n271	China
n356	Netherlands
EPI_ISL_414686	China
n359	China
EPI_ISL_420151	Norway
EPI_ISL_421229	China
EPI_ISL_428469	China
EPI_ISL_402124	China
EPI_ISL_412899	China
EPI_ISL_403962	Thailand
EPI_ISL_406538	China
EPI_ISL_421226	China
EPI_ISL_418513	China
root.polytomy_25	Grand Princess
root.polytomy_35	Japan
root.polytomy_32	Ireland
root.polytomy_20	France
root.polytomy_56	Singapore
root.polytomy_52	Qatar
root.polytomy_69	United Kingdom
root.polytomy_68	USA
n1	China
n2	China
EPI_ISL_421251	China
EPI_ISL_408976	Australia
n4	China
EPI_ISL_416369	China
EPI_ISL_416388	China
EPI_ISL_406535	China
n8	China
EPI_ISL_417181	Hong Kong
n11	Hong Kong
EPI_ISL_416325	China
EPI_ISL_416391	China
n14	France
EPI_ISL_417952	Spain
n15	United Kingdom
EPI_ISL_419237	Spain
EPI_ISL_419675	Spain
EPI_ISL_424352	China
EPI_ISL_428697	Spain
n34	Iceland
n34	Norway
n34	Spain
EPI_ISL_417486	Norway
EPI_ISL_415641	Georgia
n13.polytomy_34	Italy
n36	China
EPI_ISL_421222	China
n244	Brazil
n244	Canada
n244	China
n244	Gambia
n244	India
n244	Malaysia
n244	Saudi Arabia
n244	South Africa
n244	Taiwan
n248	China
EPI_ISL_416342	China
EPI_ISL_414430	Netherlands
n259	China
EPI_ISL_419561	USA
EPI_ISL_408481	China
EPI_ISL_419211	Israel
n243.polytomy_16	Diamond Princess
n243.polytomy_35	Japan
EPI_ISL_416363	China
EPI_ISL_412966	China
EPI_ISL_424703	Sweden
EPI_ISL_416367	China
EPI_ISL_420378	Belgium
EPI_ISL_425329	United Kingdom
EPI_ISL_429001	USA
EPI_ISL_416399	China
EPI_ISL_416353	China
EPI_ISL_416393	China
EPI_ISL_416394	China
EPI_ISL_420338	Belgium
n265	Germany
n272	China
EPI_ISL_418244	Spain
n271.polytomy_56	Singapore
EPI_ISL_422622	Netherlands
EPI_ISL_418026	Portugal
EPI_ISL_413581	Netherlands
EPI_ISL_415638	United Kingdom
EPI_ISL_417482	Ecuador
EPI_ISL_417211	New Zealand
n357	Netherlands
n358	Netherlands
EPI_ISL_429878	USA
EPI_ISL_406531	China
EPI_ISL_429098	China
EPI_ISL_408010	USA
EPI_ISL_411952	China
EPI_ISL_413615	Grand Princess
EPI_ISL_413607	Grand Princess
EPI_ISL_413618	Grand Princess
EPI_ISL_420890	Japan
EPI_ISL_407084	Japan
EPI_ISL_410531	Japan
EPI_ISL_417432	Ireland
EPI_ISL_414487	Ireland
n9	France
EPI_ISL_410486	France
EPI_ISL_408431	France
EPI_ISL_410536	Singapore
EPI_ISL_420106	Singapore
EPI_ISL_427406	Qatar
EPI_ISL_427408	Qatar
EPI_ISL_427416	Qatar
EPI_ISL_427407	Qatar
EPI_ISL_427418	Qatar
EPI_ISL_427419	Qatar
EPI_ISL_427405	Qatar
EPI_ISL_415628	United Kingdom
n353	United Kingdom
n6	USA
root.polytomy_68	USA
EPI_ISL_413015	Canada
EPI_ISL_416360	China
EPI_ISL_428444	China
EPI_ISL_409067	USA
EPI_ISL_429853	China
EPI_ISL_416047	China
EPI_ISL_413872	China
EPI_ISL_429079	China
EPI_ISL_419218	Hong Kong
EPI_ISL_415582	Canada
EPI_ISL_417193	Hong Kong
EPI_ISL_416503	France
EPI_ISL_416507	France
n16	Netherlands
n24	United Kingdom
n31	Slovenia
n31	Spain
n32	South Korea
EPI_ISL_418727	United Kingdom
EPI_ISL_420255	United Kingdom
EPI_ISL_417483	Norway
n33	United Kingdom
n15.polytomy_68	USA
EPI_ISL_417765	Iceland
EPI_ISL_420136	Norway
EPI_ISL_412974	Italy
EPI_ISL_410546	Italy
n37	Italy
n241	Belgium
n241	China
n241	Netherlands
EPI_ISL_417471	USA
EPI_ISL_406862	Germany
EPI_ISL_429081	China
EPI_ISL_428486	India
EPI_ISL_421573	South Africa
EPI_ISL_418375	Canada
EPI_ISL_428856	Gambia
EPI_ISL_427305	Brazil
EPI_ISL_416432	Saudi Arabia
n245	Malaysia
n245	Slovenia
EPI_ISL_429882	Taiwan
n249	China
n249	India
EPI_ISL_417444	Pakistan
EPI_ISL_416354	China
EPI_ISL_408430	France
EPI_ISL_416584	Diamond Princess
EPI_ISL_416585	Diamond Princess
EPI_ISL_416589	Diamond Princess
EPI_ISL_412969	Japan
EPI_ISL_412968	Japan
n268	Denmark
n268	Germany
n268	Sweden
EPI_ISL_414504	Germany
EPI_ISL_414574	Germany
EPI_ISL_425134	Germany
EPI_ISL_414498	Germany
EPI_ISL_421656	Latvia
EPI_ISL_420904	Germany
n269	Germany
EPI_ISL_416033	Brazil
EPI_ISL_414505	Germany
EPI_ISL_419531	Germany
EPI_ISL_417461	Germany
EPI_ISL_419534	Germany
EPI_ISL_417462	Germany
EPI_ISL_419533	Germany
EPI_ISL_417459	Germany
EPI_ISL_416488	Poland
EPI_ISL_414497	Germany
EPI_ISL_414509	Germany
EPI_ISL_418916	USA
EPI_ISL_429780	Luxembourg
n265.polytomy_69	United Kingdom
n265.polytomy_5	Belgium
n265.polytomy_3	Austria
n273	China
n311	China
EPI_ISL_416339	China
EPI_ISL_416343	China
EPI_ISL_407071	United Kingdom
EPI_ISL_428441	China
EPI_ISL_414938	China
EPI_ISL_429855	China
n320	China
EPI_ISL_413747	China
