node	Algeria	Argentina	Australia	Austria	Belarus	Belgium	Brazil	Cambodia	Canada	Chile	China	Colombia	Croatia	Czech Republic	Democratic Republic of the Congo	Denmark	Diamond Princess	Ecuador	Estonia	Finland	France	Gambia	Georgia	Germany	Ghana	Grand Princess	Greece	Hong Kong	Hungary	Iceland	India	Iran	Ireland	Israel	Italy	Japan	Jordan	Kuwait	Latvia	Lithuania	Luxembourg	Malaysia	Mexico	Nepal	Netherlands	New Zealand	Nigeria	Norway	Pakistan	Peru	Poland	Portugal	Qatar	Russia	Saudi Arabia	Senegal	Singapore	Slovakia	Slovenia	South Africa	South Korea	Spain	Sri Lanka	Sweden	Switzerland	Taiwan	Thailand	Turkey	USA	United Kingdom	Uruguay	Vietnam
EPI_ISL_421256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n13	6.0770749488506254e-09	1.8197640245444085e-08	4.246359896971106e-08	5.473687118866456e-08	1.2130161367064884e-08	9.298802341482939e-08	1.0467347581899433e-07	6.0679545894364624e-09	1.345887489669211e-07	1.8223119595099695e-08	0.002060903065198652	1.2130573474542796e-08	1.2136696540965493e-08	1.8221915634135572e-08	1.8197971111234182e-08	3.036665012693946e-08	6.0687905813468215e-09	1.2129721445941173e-08	1.2137691525802836e-08	1.8206672918867678e-08	7.892118045154015e-06	1.8197370037343287e-08	5.863960424330438e-06	1.0737593833159813e-07	1.819793612233844e-08	6.070180097236807e-09	1.2135631079821665e-08	6.092732011735159e-09	1.2136473388616738e-08	3.6695101381562813e-06	4.6439733101507524e-08	6.063504288421167e-09	4.2551046709642876e-08	1.2129685261106721e-08	1.040031918948165e-05	3.0409221887655475e-08	1.8197984053808175e-08	1.8197672148579508e-08	1.8197656953496464e-08	6.064299128113534e-09	2.4265756164896568e-08	2.4303260720340402e-08	4.8540864749502775e-08	6.063809292223547e-09	1.0142901002060332e-07	1.8197908679503458e-08	6.062784846469412e-09	0.0005202646654480739	1.2129488155163182e-08	6.064290901297137e-09	3.646683458417442e-08	8.531502964594294e-08	6.07448181887342e-09	9.956703553831051e-08	1.213684779947361e-08	1.819764754189204e-08	3.043323764113499e-08	1.8197235193799153e-08	1.8555385270505726e-08	1.821281310712629e-08	2.6556370091819353e-08	0.9973559005218393	1.8197432210236595e-08	6.079167820365638e-08	6.738558796731617e-08	1.8196882145063904e-08	1.8197123399483188e-08	6.138870910981815e-08	5.185016722461825e-07	3.268755497884381e-05	1.2647821728236003e-08	1.8007322109439423e-08
n35	5.4748160988499804e-08	1.6394192043934006e-07	3.8255311353993624e-07	4.931226043271343e-07	1.0928021012249535e-07	5.975013108061935e-06	9.429997264126478e-07	5.466599598153802e-08	1.2125054500233547e-06	1.6417146303155235e-07	0.9998937949747112	1.0928392278471118e-07	1.0933908528131927e-07	1.6416061658828116e-07	1.6394490119796064e-07	2.7357211550362173e-07	5.4673527404151476e-08	1.0927624688809299e-07	1.0934804906579033e-07	1.6402329548620286e-07	1.2008384226126226e-06	1.6393948614377396e-07	1.6394998981001316e-07	2.855392178081967e-05	1.63944585984192e-07	5.468604550542245e-08	1.093294865782063e-07	5.488921493412733e-08	1.0933707490941875e-07	1.639466504541742e-07	4.183739719361476e-07	5.462590337144461e-08	3.8334092724704326e-07	1.0927592090015329e-07	3.51525920028467e-05	2.739556430442332e-07	1.6394501779716842e-07	1.639422078535992e-07	1.6394207096161423e-07	5.463306405512945e-08	2.186093698374911e-07	2.1894724709859506e-07	4.3730299530523287e-07	5.4628651140299755e-08	5.82128309706503e-06	1.6394433875262748e-07	5.4619421943433925e-08	3.2818343611391263e-07	1.0927414517942916e-07	5.463298994002106e-08	3.2852846926513147e-07	7.686001928737323e-07	5.4724799568959794e-08	8.969960279706751e-07	1.0934044796406102e-07	1.6394198617279086e-07	2.741720001484031e-07	1.6393827134288293e-07	1.6394312768217105e-07	1.6407861223284686e-07	2.203523692743857e-07	7.346076763002025e-07	1.639400459572726e-07	5.476701559661252e-07	6.070744641773911e-07	1.6393509073886591e-07	1.6393726419170256e-07	5.530487870412341e-07	1.22403471444139e-05	1.5008304457604502e-06	1.0933188568290846e-07	1.6222735084184234e-07
EPI_ISL_403934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n243	2.164138483267361e-11	6.480455464395566e-11	1.5121931037636663e-10	1.949262926324675e-10	1.0867089600355541e-10	3.311444056545436e-10	3.1028241356710595e-09	2.1608905850670673e-11	1.6140954946455822e-08	6.489529046930328e-11	0.9999995986452667	4.319881044963167e-11	4.322061561707241e-11	6.489100298185787e-11	6.480573290717468e-11	1.0814025081623664e-10	1.932930795168298e-08	4.3195776246662093e-11	4.3224158908861444e-11	6.483672136285796e-11	1.5056276358096325e-08	2.1514867976013154e-09	6.48077443831714e-11	1.45224581606551e-09	6.48056083064146e-11	2.1616831221208434e-11	4.3216821348475774e-11	2.169714200632796e-11	4.3219820937741256e-11	6.480642437016092e-11	2.418270836670787e-07	3.727208981363382e-09	1.515307250303774e-10	1.718023951409041e-08	8.933416367870202e-11	2.1008160142400155e-08	6.480577899764202e-11	1.0892096648298759e-10	6.480461414386219e-11	2.1595888198939157e-11	8.641403501526186e-11	1.9646257240068625e-09	1.7286137541440605e-10	2.1594143819103585e-11	1.770815225667813e-08	6.480551057832047e-11	2.1590495612525248e-11	1.2972753620239827e-10	8.715536948362444e-09	2.159585890199925e-11	1.2986392425764502e-10	3.038197494878702e-10	2.163215030385338e-11	3.545733022661839e-10	3.013722726104887e-09	6.480458062771255e-11	1.107406906562162e-10	6.480311219366521e-11	6.979101526678424e-10	1.7657595179550694e-09	8.710302476205706e-11	2.903828573746663e-10	1.1884924287088475e-10	2.1648837865299168e-10	2.399702905840391e-10	2.589922925675722e-09	9.478177905817682e-11	2.719902720612017e-10	1.8074728288670454e-08	5.932628358442509e-10	4.321776968988443e-11	6.412680292021018e-11
EPI_ISL_413850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_410301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_421230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPI_ISL_416907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n260	1.3868990655016386e-09	4.1530325795166966e-09	9.690965798553997e-09	1.2491949807459224e-08	2.768323511881025e-09	2.1221556305167552e-08	2.3888390326110193e-08	1.384817633553702e-09	3.0715601130534226e-08	4.158847430662088e-09	0.9999993401414446	2.7684175623050882e-09	2.769814957461659e-09	4.1585726648660276e-09	4.153108089109544e-09	6.930222029174244e-09	1.385008422117115e-09	2.7682231138769684e-09	2.7700420311036192e-09	4.155093999926286e-09	3.04200480174986e-08	4.152970913112111e-09	4.153236995563621e-09	2.4505142652160414e-08	4.153100104006971e-09	1.385325534923118e-09	2.7695717998443616e-09	1.3904722921058568e-09	2.7697640300357914e-09	4.153152401863873e-09	1.0598391986725095e-08	1.3838019938962576e-09	9.710922963771028e-09	2.768214855839424e-09	5.725024950173477e-09	6.939937679491338e-09	4.153111042840397e-09	4.153039860392624e-09	4.153036392598224e-09	1.3839833907748292e-09	5.537887031515182e-09	5.546446253399873e-09	1.1077908455359678e-08	1.3838716013129929e-09	2.264491596986604e-08	4.153093841052752e-09	1.383637804153829e-09	8.31365460759697e-09	2.7681698726770964e-09	1.3839815132656544e-09	8.322395104927886e-09	1.9470441928905564e-08	1.3863072660631947e-09	2.2723008964858744e-08	2.7698494774051055e-09	4.153034244698866e-09	6.945418511361671e-09	4.152940139362088e-09	4.153063161803368e-09	4.156495302597316e-09	5.582041287047286e-09	1.860933191865736e-08	4.152985094498374e-09	1.3873766968576473e-08	1.5378617141759135e-08	4.152859567217575e-09	4.152914625865275e-09	1.4010020283337377e-08	1.1807958192079652e-07	3.801954814772332e-08	2.769632574781992e-09	4.109598518361535e-09
